249567
1000
92	1
933	896
287	367
784	690
694	613
775	874
204	122
402	486
869	823
378	463
611	589
329	325
1025	1000
712	776
169	123
347	356
381	305
3	47
599	645
149	139
241	247
196	211
41	100
678	627
811	760
750	776
445	475
971	937
17	101
347	281
712	751
589	530
195	240
154	248
776	768
1	31
585	613
934	881
353	367
679	712
399	410
148	157
754	824
218	242
508	472
811	722
864	775
386	371
254	337
872	885
290	204
681	594
203	226
189	226
936	921
628	537
69	112
863	959
399	392
789	709
937	940
868	943
13	79
879	922
437	361
1034	947
765	861
976	937
785	754
775	872
722	636
392	459
292	390
238	141
134	111
576	588
42	6
109	155
708	723
716	723
720	667
863	829
489	487
621	590
329	370
880	823
133	173
117	56
974	977
722	681
784	689
847	933
786	809
672	587
628	686
561	466
302	356
690	784
948	862
234	223
575	541
1	61
362	416
155	62
110	205
219	152
872	913
291	267
192	249
170	187
145	174
943	939
522	519
114	56
312	381
543	551
86	128
716	812
704	753
502	544
651	684
796	830
686	725
248	330
56	115
1	38
418	445
621	619
671	648
899	896
589	658
268	306
720	806
814	800
539	612
401	354
379	300
185	174
652	751
99	126
610	603
631	665
269	209
294	308
329	308
754	677
951	863
242	292
345	444
313	295
451	413
134	72
412	321
889	981
793	797
449	507
626	715
506	512
902	892
42	76
1	22
740	643
963	866
1	74
484	508
216	243
831	776
245	326
596	694
738	662
54	17
601	654
208	129
699	662
145	123
243	182
590	554
520	421
682	685
428	470
75	77
362	264
554	624
958	961
125	55
202	254
958	880
961	921
833	809
687	680
509	554
31	62
560	573
498	568
1	37
996	910
600	632
286	211
121	67
792	763
530	568
637	681
774	814
473	514
316	326
1	41
825	909
177	192
114	59
367	352
767	678
842	885
519	596
422	400
443	411
801	746
624	535
122	82
317	399
360	412
600	636
944	983
337	360
112	120
779	870
780	808
1	4
382	391
786	810
851	819
904	958
170	209
778	717
335	359
870	895
490	419
446	504
540	588
763	719
225	323
430	341
875	965
901	859
546	456
719	760
175	135
434	390
808	780
483	496
51	1
819	906
110	171
502	437
195	164
52	142
949	876
362	265
790	762
230	319
765	780
1	41
1	33
774	720
852	887
906	907
533	551
679	732
911	969
592	679
299	228
123	168
619	654
1	48
632	549
211	260
53	112
455	450
860	925
321	240
334	375
924	875
354	299
978	969
246	215
502	435
742	648
491	515
437	351
670	582
1	32
994	901
946	902
411	494
795	766
679	602
449	494
58	147
516	418
614	628
224	219
810	837
336	340
416	441
382	315
136	109
315	343
565	616
613	532
519	522
894	897
559	514
887	986
879	888
665	759
355	323
138	176
858	919
97	67
518	503
636	556
761	716
339	319
439	471
536	517
73	105
217	153
58	140
815	886
769	692
359	319
580	560
582	642
613	696
303	258
292	250
625	639
410	372
96	132
805	856
373	453
591	503
489	539
737	819
117	126
405	430
543	598
672	696
576	597
769	697
87	52
727	652
651	625
112	91
458	546
255	317
215	313
121	89
300	283
856	917
799	806
886	912
511	511
118	168
780	758
492	392
593	646
118	114
1	5
937	989
268	228
70	131
789	699
482	386
185	229
635	621
300	371
557	574
592	495
739	674
190	255
367	352
532	588
193	176
922	935
252	325
214	167
559	550
361	457
564	478
868	892
1001	942
950	991
1056	988
801	866
131	123
8	86
15	70
115	186
344	314
82	163
47	119
724	774
76	74
725	661
398	386
665	741
581	541
89	152
90	143
145	131
2	47
577	574
175	229
347	275
775	787
697	661
298	320
785	815
615	699
703	709
444	458
346	323
214	286
814	721
951	907
667	743
263	185
875	843
760	794
577	524
318	233
884	841
510	491
476	427
827	893
461	396
91	25
525	547
612	638
598	590
35	90
498	506
544	615
160	65
1011	920
924	968
932	839
728	828
136	52
60	145
497	491
310	263
719	723
951	993
901	935
945	859
283	218
517	535
87	156
449	364
299	315
458	380
1	80
1	17
975	984
513	427
663	675
406	336
306	244
716	672
492	582
137	52
402	487
393	355
471	547
742	736
213	256
38	108
147	153
701	691
852	786
707	654
949	975
1040	972
508	585
224	229
605	654
448	469
54	20
811	770
136	162
99	90
786	754
192	267
321	223
960	928
1	15
704	637
414	493
235	208
151	78
389	292
302	349
263	219
702	781
549	591
856	763
152	245
469	382
574	534
170	108
862	852
78	146
844	941
1	15
218	207
340	270
766	856
192	262
690	681
405	431
117	71
170	211
129	53
945	895
252	289
574	621
816	881
1024	944
985	962
839	882
914	869
693	645
890	823
1074	988
561	467
11	21
494	485
894	879
392	478
187	274
924	991
383	286
365	276
354	339
833	815
1	50
553	478
940	840
973	914
366	373
351	293
367	452
449	495
186	233
358	388
1	41
570	573
200	283
391	434
886	930
250	154
189	123
848	862
613	530
123	104
725	779
442	459
780	823
348	343
227	246
887	883
262	227
886	823
1	32
40	126
80	166
235	324
461	361
757	706
463	503
375	419
295	195
868	945
1070	970
213	257
120	41
374	352
64	137
270	192
20	41
393	380
258	222
1	52
701	656
639	612
415	364
126	199
795	826
578	652
551	474
952	858
460	480
537	582
321	369
693	597
575	633
398	360
735	715
948	980
670	652
207	266
211	236
161	146
82	50
253	310
436	387
954	950
47	94
951	953
786	799
500	530
398	422
719	702
792	835
890	920
1	73
381	455
973	972
544	462
377	392
43	5
429	487
960	969
736	735
919	869
519	454
510	570
262	290
634	683
222	193
382	374
863	842
126	191
904	911
130	31
88	40
832	788
889	852
743	742
352	446
200	142
818	906
1055	970
755	843
186	137
701	666
522	456
798	709
489	526
950	889
848	859
602	669
449	423
1	62
1010	978
343	288
24	96
335	304
1	6
668	587
398	326
595	561
132	226
27	124
386	337
929	927
714	723
596	693
753	819
698	664
33	120
428	330
701	679
919	867
764	793
340	415
598	605
646	643
418	354
295	220
726	746
883	925
410	510
387	291
948	938
866	870
260	285
101	54
29	56
229	135
280	296
483	579
795	874
289	315
810	770
255	281
38	111
283	277
374	454
953	866
40	106
87	29
650	621
80	177
94	94
322	273
414	391
588	611
965	889
1	13
522	494
475	536
984	995
862	853
487	544
88	160
710	622
689	752
779	692
857	935
620	685
433	420
754	753
769	739
43	110
108	110
408	324
1018	922
174	114
267	353
169	120
868	855
495	402
380	339
230	285
736	724
755	665
44	101
526	579
896	895
379	302
28	81
263	277
423	478
223	272
813	860
773	753
924	956
269	298
170	211
159	244
481	564
1012	918
858	791
1	73
856	866
794	780
714	779
941	912
661	567
299	394
773	834
309	328
400	419
293	258
1	59
279	375
1059	971
698	673
554	487
594	694
173	210
285	187
867	911
1	39
398	321
285	234
918	1000
185	272
734	737
310	222
1055	992
825	776
215	188
1038	980
631	672
862	895
609	618
118	201
490	553
913	959
92	112
195	206
739	673
34	7
429	480
902	987
772	821
500	548
934	997
500	501
412	398
757	783
180	141
698	705
832	886
946	860
710	695
643	696
962	873
889	823
919	852
366	380
435	455
891	870
51	120
55	7
109	62
944	979
118	184
200	264
350	425
595	673
717	739
95	150
67	45
794	868
165	203
619	533
157	137
355	451
154	155
295	302
564	643
528	471
317	224
127	160
178	239
172	99
648	673
1023	940
237	153
109	155
529	488
697	634
556	623
857	871
197	208
132	102
258	289
694	703
359	295
858	807
597	547
249	325
880	859
847	756
399	328
542	544
890	990
228	311
825	726
45	69
1	4
306	387
318	309
680	678
570	634
102	72
198	249
842	789
51	94
930	979
306	246
769	822
52	107
488	496
588	681
490	434
695	755
220	306
921	971
42	113
692	773
781	791
223	302
860	812
546	542
828	734
228	167
267	283
621	681
753	850
896	996
769	794
1	33
691	662
589	654
861	955
997	916
632	568
443	429
642	641
941	879
543	456
901	888
700	744
686	702
442	511
232	252
653	656
945	874
276	306
408	346
881	841
72	66
819	855
439	347
354	350
642	581
824	852
811	821
577	556
221	252
913	861
210	253
350	297
765	826
463	540
424	363
644	735
467	549
292	280
894	955
481	560
833	772
680	729
626	576
566	505
134	120
865	791
696	721
87	97
170	229
286	343
392	302
753	688
951	928
111	16
1	42
682	618
602	512
595	552
204	272
786	820
692	718
174	113
1020	999
707	779
561	494
152	208
204	271
884	841
461	558
980	913
436	435
873	882
230	292
187	182
471	502
447	504
335	250
846	871
294	280
501	492
836	803
49	97
964	889
39	6
1	60
374	401
142	74
640	577
486	438
428	344
205	280
555	466
281	248
898	806
